organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank
Comamonas testosteroni CNB-2,Comamonas testosteroni CNB-2 (688245.4),Facultative anaerobe,Fermentative,Negative,,1164.0,1541.0,1168.0,,,688245.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas_testosteroni.json,Comamonas testosteroni CNB-2,kb|g.2973,Comamonas_testosteroni,species
Coprobacillus sp. 29_1,Coprobacillus sp. 29_1 (469596.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,802.0,1850.0,1212.0,Ines Thiele,06/29/12,469596.0,ModelSEED,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,Coprobacillus cateniformis,Coprobacillus_cateniformis.json,Coprobacillus sp. 29_1,,Coprobacillus_cateniformis,species
Coprobacillus sp. D7,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,771.0,1015.0,846.0,Ines Thiele,04/20/12,556270.0,ModelSEED,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,Coprobacillus sp. D7,Coprobacillus_sp__D7.json,Coprobacillus sp. D7,,Coprobacillus_sp__D7,species
Coprococcus catus GD/7,Coprococcus catus GD/7 (717962.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,843.0,1783.0,1276.0,Laura Kutt,04/18/16,717962.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus_catus.json,Coprococcus catus GD/7,kb|g.3102,Coprococcus_catus,species
Coprococcus comes ATCC 27758,Coprococcus comes ATCC 27758 (470146.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,735.0,1074.0,879.0,Ines Thiele,04/20/12,470146.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus_comes.json,Coprococcus comes ATCC 27758,,Coprococcus_comes,species
Coprococcus eutactus ATCC 27759,Coprococcus eutactus ATCC 27759 (411474.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,601.0,1688.0,1172.0,Ines Thiele,04/20/12,411474.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus_eutactus.json,Coprococcus eutactus ATCC 27759,,Coprococcus_eutactus,species
Corynebacterium ammoniagenes DSM 20306,Corynebacterium ammoniagenes DSM 20306 (649754.3),Facultative anaerobe,Saccharolytic,Positive,Commensal,780.0,1606.0,1215.0,chenry,04/15/16,649754.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ammoniagenes,Corynebacterium_ammoniagenes.json,Corynebacterium ammoniagenes DSM 20306,kb|g.2775,Corynebacterium_ammoniagenes,species
Corynebacterium amycolatum SK46,Corynebacterium amycolatum SK46 (553204.6),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,679.0,1308.0,1013.0,chenry,04/15/16,553204.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum,Corynebacterium_amycolatum.json,Corynebacterium amycolatum SK46,kb|g.2252,Corynebacterium_amycolatum,species
Corynebacterium aurimucosum ATCC 700975,Corynebacterium aurimucosum ATCC 700975 (548476.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,,700.0,1240.0,975.0,chenry,04/15/16,548476.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,Corynebacterium_aurimucosum.json,Corynebacterium aurimucosum ATCC 700975,kb|g.2212,Corynebacterium_aurimucosum,species
Corynebacterium durum F0235,Corynebacterium durum F0235 (1035195.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,,673.0,1204.0,967.0,chenry,04/15/16,1035195.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,Corynebacterium_durum.json,Corynebacterium durum F0235,kb|g.29106,Corynebacterium_durum,species
Corynebacterium glucuronolyticum ATCC 51867,Corynebacterium glucuronolyticum ATCC 51867 (548477.4),Facultative anaerobe,Saccharolytic,Positive,,720.0,1237.0,988.0,chenry,04/15/16,548477.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glucuronolyticum,Corynebacterium_glucuronolyticum.json,Corynebacterium glucuronolyticum ATCC 51867,kb|g.2213,Corynebacterium_glucuronolyticum,species
Corynebacterium kroppenstedtii DSM 44385,Corynebacterium kroppenstedtii DSM 44385 (645127.4),Facultative anaerobe,Saccharolytic,Positive,Pathogen,683.0,1272.0,1004.0,chenry,04/15/16,645127.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,Corynebacterium_kroppenstedtii.json,Corynebacterium kroppenstedtii DSM 44385,kb|g.2752,Corynebacterium_kroppenstedtii,species
Corynebacterium propinquum DSM 44285,Corynebacterium propinquum DSM 44285 (1121367.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,663.0,1194.0,975.0,chenry,04/15/16,1121367.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium propinquum,Corynebacterium_propinquum.json,Corynebacterium propinquum DSM 44285,kb|g.29586,Corynebacterium_propinquum,species
Corynebacterium striatum ATCC 6940,Corynebacterium striatum ATCC 6940 (525268.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Pathogen,724.0,1261.0,995.0,chenry,04/15/16,525268.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum,Corynebacterium_striatum.json,Corynebacterium striatum ATCC 6940,kb|g.1991,Corynebacterium_striatum,species
Corynebacterium tuberculostearicum SK141,Corynebacterium tuberculostearicum SK141 (553206.4),Facultative anaerobe,Saccharolytic,Positive,Pathogen,653.0,1157.0,917.0,chenry,04/15/16,553206.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium tuberculostearicum,Corynebacterium_tuberculostearicum.json,Corynebacterium tuberculostearicum SK141,kb|g.2253,Corynebacterium_tuberculostearicum,species
Corynebacterium ulcerans 809,Corynebacterium ulcerans 809 (945711.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,669.0,1168.0,921.0,chenry,04/15/16,945711.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,Corynebacterium_ulcerans.json,Corynebacterium ulcerans 809,kb|g.3796,Corynebacterium_ulcerans,species
Corynebacterium ureicelerivorans,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,593.0,1183.0,962.0,chenry,04/15/16,401472.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ureicelerivorans,Corynebacterium_ureicelerivorans.json,Corynebacterium ureicelerivorans,kb|g.244935,Corynebacterium_ureicelerivorans,species
Cronobacter sakazakii ATCC BAA-894,Cronobacter sakazakii ATCC BAA-894 (290339.8),Facultative anaerobe,"Fermentative, respiratory",Negative,,1132.0,1685.0,1175.0,Laura Kutt,04/18/16,290339.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter_sakazakii.json,Cronobacter sakazakii ATCC BAA-894,kb|g.683,Cronobacter_sakazakii,species
Cryptobacterium curtum DSM 15641,Cryptobacterium curtum DSM 15641 (469378.4),Obligate anaerobe,"Asaccharolytic, nonfermentative",Positive,Commensal,438.0,917.0,777.0,chenry,04/15/16,469378.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum,Cryptobacterium_curtum.json,Cryptobacterium curtum DSM 15641,kb|g.1643,Cryptobacterium_curtum,species
Curtobacterium flaccumfaciens UCD-AKU,Curtobacterium flaccumfaciens UCD-AKU (1292022.3),Obligate aerobe,Saccharolytic,Positive,,820.0,1319.0,1026.0,chenry,04/15/16,1292022.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium flaccumfaciens,Curtobacterium_flaccumfaciens.json,Curtobacterium flaccumfaciens UCD-AKU,kb|g.31863,Curtobacterium_flaccumfaciens,species
Propionibacterium acnes KPA171202,Propionibacterium acnes KPA171202 (267747.1),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,793.0,1323.0,1003.0,Laura Kutt,06/02/16,267747.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium_acnes.json,Propionibacterium acnes KPA171202,kb|g.580,Cutibacterium_acnes,species
Propionibacterium avidum 44067,Propionibacterium avidum 44067 (1170318.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,783.0,1253.0,987.0,chenry,04/15/16,1170318.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum,Cutibacterium_avidum.json,Propionibacterium avidum 44067,kb|g.30858,Cutibacterium_avidum,species
Propionibacterium granulosum DSM 20700,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,549.0,1169.0,946.0,chenry,04/15/16,1160719.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum,Cutibacterium_granulosum.json,Propionibacterium granulosum DSM 20700,kb|g.207782,Cutibacterium_granulosum,species
Bacillus firmus DS1,,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1107.0,1566.0,1140.0,Laura Kutt,04/17/16,1307436.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus firmus,Cytobacillus_firmus.json,Bacillus firmus DS1,kb|g.209412,Cytobacillus_firmus,species
Delftia acidovorans SPH-1,Delftia acidovorans SPH-1 (398578.3),Facultative anaerobe,Fermentative,Negative,,1319.0,1692.0,1214.0,Laura Kutt,04/18/16,398578.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans,Delftia_acidovorans.json,Delftia acidovorans SPH-1,kb|g.1274,Delftia_acidovorans,species
Dermacoccus nishinomiyaensis,,Obligate aerobe,"Saccharolytic, respiratory",Positive,,740.0,1338.0,1048.0,chenry,04/15/16,1274.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus nishinomiyaensis,Dermacoccus_nishinomiyaensis.json,Dermacoccus nishinomiyaensis,kb|g.244937,Dermacoccus_nishinomiyaensis,species
Desulfovibrio desulfuricans subsp. desulfuricans DSM 642,,Facultative anaerobe,Fermentative,Negative,,717.0,1311.0,1026.0,Laura Kutt,04/18/16,1121445.0,Kbase,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,Desulfovibrio_desulfuricans.json,Desulfovibrio desulfuricans subsp. desulfuricans DSM 642,kb|g.207114,Desulfovibrio_desulfuricans,species
Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species
Desulfovibrio sp. 3_1_syn3,Desulfovibrio sp. 3_1_syn3 (457398.5),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,683.0,1061.0,840.0,Ines Thiele,06/29/12,457398.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. 3_1_syn3,Desulfovibrio_sp__3_1_syn3.json,Desulfovibrio sp. 3_1_syn3,,Desulfovibrio_sp__3_1_syn3,species
Dialister invisus DSM 15470,Dialister invisus DSM 15470 (592028.3),Obligate anaerobe,Fermentative,Negative,Commensal,500.0,964.0,788.0,Laura Kutt,04/18/16,592028.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister_invisus.json,Dialister invisus DSM 15470,kb|g.2571,Dialister_invisus,species
Dialister succinatiphilus YIT 11850,Dialister succinatiphilus YIT 11850 (742743.3),Obligate anaerobe,Fermentative,Negative,,629.0,1120.0,891.0,Laura Kutt,04/18/16,742743.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,Dialister_succinatiphilus.json,Dialister succinatiphilus YIT 11850,kb|g.27482,Dialister_succinatiphilus,species
Dietzia cinnamea P4,,Obligate aerobe,Saccharolytic,Positive,,764.0,1300.0,1032.0,chenry,04/15/16,910954.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia cinnamea,Dietzia_cinnamea.json,Dietzia cinnamea P4,kb|g.28335,Dietzia_cinnamea,species
Dorea formicigenerans ATCC 27755,Dorea formicigenerans ATCC 27755 (411461.4),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,762.0,2072.0,1356.0,Laura Kutt,04/18/16,411461.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea_formicigenerans.json,Dorea formicigenerans ATCC 27755,kb|g.1356,Dorea_formicigenerans,species
Dorea longicatena DSM 13814,Dorea longicatena DSM 13814 (411462.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,697.0,1536.0,1131.0,Ines Thiele,06/29/12,411462.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea_longicatena.json,Dorea longicatena DSM 13814,,Dorea_longicatena,species
Dyadobacter beijingensis DSM 21582,Dyadobacter beijingensis DSM 21582 (1121482.3),Aerobe,"Saccharolytic, fermentative",Negative,,1020.0,1463.0,1114.0,,,1121482.0,ModelSEED,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter beijingensis,Dyadobacter_beijingensis.json,Dyadobacter beijingensis DSM 21582,kb|g.29596,Dyadobacter_beijingensis,species
Dyadobacter fermentans DSM 18053,Dyadobacter fermentans DSM 18053 (471854.5),Aerobe,"Saccharolytic, fermentative",Negative,,974.0,1500.0,1127.0,,,471854.0,ModelSEED,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans,Dyadobacter_fermentans.json,Dyadobacter fermentans DSM 18053,kb|g.1690,Dyadobacter_fermentans,species
Dysgonomonas gadei ATCC BAA-286,Dysgonomonas gadei ATCC BAA-286 (742766.3),Facultative anaerobe,"Saccharolytic, fermentative",Negative,,834.0,2280.0,1421.0,chenry,04/15/16,742766.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas gadei,Dysgonomonas_gadei.json,Dysgonomonas gadei ATCC BAA-286,kb|g.3127,Dysgonomonas_gadei,species
,,Facultative anaerobe,"Fermentative or respiratory, comparatively few carbohydrates used",Negative,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda,Edwardsiella_tarda.json,,,Edwardsiella_tarda,species
Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species
Eggerthella sp. 1_3_56FAA,Eggerthella sp. 1_3_56FAA (665943.3),Nanaerobe,Asaccharolytic,Positive,Commensal,686.0,1016.0,836.0,Ines Thiele,06/29/12,665943.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. 1_3_56FAA,Eggerthella_sp__1_3_56FAA.json,Eggerthella sp. 1_3_56FAA,,Eggerthella_sp__1_3_56FAA,species
Eggerthella sp. YY7918,Eggerthella sp. YY7918 (502558.4),Nanaerobe,Asaccharolytic,Positive,Commensal,611.0,1007.0,818.0,Eugen Bauer,08/03/14,502558.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. YY7918,Eggerthella_sp__YY7918.json,Eggerthella sp. YY7918,,Eggerthella_sp__YY7918,species
Eggerthia catenaformis OT 569 = DSM 20559,Eggerthia catenaformis OT 569 = DSM 20559 (999415.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,558.0,1151.0,891.0,Laura Kutt,04/18/16,999415.0,ModelSEED,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Eggerthia,Eggerthia catenaformis,Eggerthia_catenaformis.json,Eggerthia catenaformis OT 569 = DSM 20559,kb|g.32469,Eggerthia_catenaformis,species
Eikenella corrodens ATCC 23834,Eikenella corrodens ATCC 23834 (546274.4),Facultative anaerobe,Non-fermentative,Negative,,587.0,1078.0,896.0,Laura Kutt,04/18/16,546274.0,ModelSEED,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens,Eikenella_corrodens.json,Eikenella corrodens ATCC 23834,kb|g.2194,Eikenella_corrodens,species
Enterobacter asburiae LF7a,Enterobacter asburiae LF7a (640513.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,1346.0,1812.0,1237.0,Laura Kutt,04/18/16,640513.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,Enterobacter_asburiae.json,Enterobacter asburiae LF7a,kb|g.27062,Enterobacter_asburiae,species
Enterobacter cancerogenus ATCC 35316,Enterobacter cancerogenus ATCC 35316 (500639.8),Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1197.0,2274.0,1432.0,Ines Thiele,08/06/12,500639.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus,Enterobacter_cancerogenus.json,Enterobacter cancerogenus ATCC 35316,,Enterobacter_cancerogenus,species
Enterobacter cloacae EcWSU1,Enterobacter cloacae EcWSU1 (1045856.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,1330.0,1800.0,1225.0,Laura Kutt,04/18/16,1045856.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter_cloacae.json,Enterobacter cloacae EcWSU1,kb|g.23417,Enterobacter_cloacae,species
,Enterobacter hormaechei YT2 (1259823.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,,,,Laura Kutt,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter_hormaechei.json,,,Enterobacter_hormaechei,species
Enterobacteriaceae bacterium 9_2_54FAA,Enterobacteriaceae bacterium 9_2_54FAA (469613.3),Aerobe,Uncharacterized,Uncharacterized,Uncharacterized,1177.0,2209.0,1422.0,Ines Thiele,06/29/12,469613.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unclassified Enterobacteriaceae genus,Enterobacteriaceae bacterium 9_2_54FAA,Enterobacteriaceae_bacterium_9_2_54FAA.json,Enterobacteriaceae bacterium 9_2_54FAA,,Enterobacteriaceae_bacterium_9_2_54FAA,species
Clostridium asparagiforme DSM 15981,Clostridium asparagiforme DSM 15981 (518636.5),Obligate anaerobe,"Fermentative, few compounds used",Positive,Commensal,1206.0,1285.0,965.0,Ines Thiele,04/20/12,518636.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster asparagiformis,Enterocloster_asparagiformis.json,Clostridium asparagiforme DSM 15981,,Enterocloster_asparagiformis,species
Clostridium bolteae ATCC BAA-613,Clostridium bolteae ATCC BAA-613 (411902.9),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1298.0,1932.0,1300.0,Ines Thiele,04/20/12,411902.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster_bolteae.json,Clostridium bolteae ATCC BAA-613,,Enterocloster_bolteae,species
