,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
574,FP-RI,0,MiSeqOSV004,17,F,4,0.022705882,7.5923,2.2831,31.2011,5.1744,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004065041,0,0.004065041,0,0,0.008130081,0,0.012195122,0.138211382,0,0,0.008130081,0,0.004065041,0.004065041,0.353658537,0.012195122,0,0.008130081,0.008130081,0,0,0.430894309,0,0,0,0,0,0.004065041,0,0,246,0,No,8,,,,,
575,DP-FP,0,MiSeqOSV004,17,G,4,1.790705882,38.8793,12.6456,13.7666,23.1302,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010866,0,0,0,0,0.00010866,0.00010866,0.000325981,0.00010866,0.00021732,0.221884168,0.000543301,0.00010866,0.672715419,0,0.00010866,0.00021732,0.00010866,0,0,0,0,0.103335869,0,0,0,0,0,0,0,0,9204,1,Yes,8,,,,,
576,BH-FP,0,MiSeqOSV004,17,H,4,1.054705882,37.6223,0,36.0504,8.06,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251826,0.952656762,0.000251826,0,0.000251826,0.000125913,0.001259129,0,0.002014606,0,0,0,0,0,0.000125913,0,0,0.035759255,0,0,0,0,0,0,0.000251826,0.007051121,7942,0,No,8,,,,,
577,CA-FP,0,MiSeqOSV004,17,A,5,2.124705882,17.3808,5.7764,56.5128,3.5292,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997615641,0,0.000119218,0.000119218,0,0,0.000119218,0.000238436,0.000357654,0,0.000119218,0,0.000119218,0,0,0.000119218,0.000119218,0,0,0,0,0.000953743,0,0,0,0,0,0,0,0,8389,1,No,8,,,,,
578,PC-FP,0,MiSeqOSV004,17,B,5,2.101705882,20.7181,0,23.6955,42.4709,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0.000160256,0,0.974358974,0,0,0.000320513,8.01E-05,0.000160256,0,0.000240385,0,0,0,0,0,0,0,0,0,0.023076923,0.001362179,0,0,0.000160256,0,0,0,0,0,12480,0,Yes,8,,,,,
579,PJ-FP,0,MiSeqOSV004,17,C,5,1.340705882,16.6538,5.741,22.3926,31.9825,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000107573,0.000107573,0,0,0,0,0.000645439,0.000215146,0,0,0.000322719,0,0.000107573,0,0,0,0.000215146,0,0,0,0.896729776,0.10144148,0,0.000107573,0,0,0,0,0,0,9297,1,No,8,,,,,
580,EL-FP,0,MiSeqOSV004,17,D,5,0.145705882,0,0,31.7687,5.1545,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000110314,0,0,0,0.000110314,0.000110314,0,0.000220629,0,0,0,0.990843905,0,0,0,0,0,0.001434087,0.000220629,0,0,0,0.006508549,0,0,0.000220629,0,0,0,0.000110314,0.000110314,9065,0,No,8,,,,,
581,CH-FP,0,MiSeqOSV004,17,E,5,1.544705882,12.896,24.3786,5.7517,2.6134,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204269,0,0,0.040649576,0,0.000817077,0.000204269,0.000102135,0,0.000817077,0,0,0,0,0,0,0.651414564,0,0,0,0.305382494,0,0,0.000102135,0,0,0.000204269,0.000102135,0,9792,1,Yes,8,,,,,
582,DL-FP,0,MiSeqOSV004,17,F,5,0.780388235,43.0503,0,28.957,6.0949,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001710864,0.002566296,0.001710864,0,0,0,0,0.003421728,0.001710864,0,0,0.007698888,0,0.001710864,0,0,0.000855432,0.000855432,0.002566296,0,0,0,0.181351583,0,0,0,0,0.000855432,0.792985458,0,0,1171,2,No,8,,,,,
583,CG-FP,0,MiSeqOSV004,17,G,5,1.593705882,44.5765,0,34.8222,6.1118,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110132,0.000110132,0,0,0.000110132,0,0.000110132,0.000330396,0.969603524,0,0,0.000660793,0,0.000110132,0,0,0.000330396,0.000110132,0.000110132,0.000110132,0,0.000110132,0.027973568,0,0,0.000110132,0,0,0,0,0,9080,0,No,8,,,,,
584,BF-FP,0,MiSeqOSV004,17,H,5,1.472705882,23.3441,0.6573,27.0032,27.7267,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112322,0.000112322,0,0.000112322,0,0,0,0.000112322,0,0.971245648,0,0,0.00067393,0,0.000112322,0,0,0,0.027406492,0,0,0,0,0.000112322,0,0,0,8906,3,No,8,,,,,
585,BO-FP,0,MiSeqOSV004,17,A,6,1.540705882,18.7494,0,24.9534,31.6674,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000200642,0.000200642,0,0.000200642,0,0.000601926,0,0,0,0,0,0.000200642,0,0,0.002207063,0.000401284,0,0,0,0.000200642,0.055176565,0,0,0.000200642,0,0.94040931,0,0,0,5023,39,No,8,,,,,
586,BT-FP,0,MiSeqOSV004,17,B,6,1.384705882,20.9674,0,29.9892,37.6623,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.991242543,0.00012692,0.00012692,0,0,0,0,0,0,0.00012692,0,0,0,0.00012692,0,0,0.00012692,0.00012692,0,0,0.007995939,0,0,0,0,0,0,0,0,7880,1,No,8,,,,,
587,BU-FP,0,MiSeqOSV004,17,C,6,0.721705882,15.4371,7.8476,53.8057,18.7992,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000250627,0.611278195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250627,0,0,0.000501253,0.37443609,0,0,0,0,0.013283208,0,0,0,3996,6,Yes,8,,,,,
588,BV-FP,0,MiSeqOSV004,17,D,6,1.421705882,22.4487,0,24.3653,32.2717,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000150921,0,0,0,0,0.000452762,0,0,0,0,0,0,0,0,0,0,0,0.926048898,0,0,0,0.000452762,0.072592816,0,0,0.000150921,0,0.000150921,0,0,0,6626,0,No,8,,,,,
589,BC-FP,0,MiSeqOSV004,17,E,6,1.787705882,22.4103,0,27.4106,30.4321,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000250219,0,0.000250219,0.000125109,0,0.000250219,0.000125109,0.000125109,0,0,0,0.000125109,0,0,0,0,0,0.000125109,0,0,0,0,0.003878394,0,0,0.994495183,0,0.000125109,0.000125109,0,0,7993,0,No,8,,,,,
590,BY-FP,0,MiSeqOSV004,17,F,6,1.188705882,33.8103,7.4438,45.3152,12.1974,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000241138,0,0,0,0,0.000964553,0,0.000241138,0,0.000241138,0.360983844,0,0,0,0,0,0,0.000964553,0,0,0.337834579,0,0,0,0,0.000241138,0.298287919,0,0,4151,4,Yes,8,,,,,
591,DF-FP,0,MiSeqOSV004,17,G,6,0.999705882,34.435,2.5476,27.2473,3.9552,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000123548,0,0,0,0,0,0,0.000247097,0.010872251,0.000123548,0,0,0.000370645,0.000123548,0,0,0.000494193,0.000123548,0,0.888930072,0,0,0.098344453,0,0,0.000123548,0,0.000123548,0,0,0,8094,0,Yes,8,,,,,
592,BL-FP,0,MiSeqOSV004,17,H,6,1.477705882,44.3668,0,45.3075,4.428,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003844921,0,0.000160205,0,0,0,0.000160205,0.001922461,0.002242871,0,0,0.000480615,0,0,0,0,0,0.007209228,0,0,0,0,0.00032041,0.002242871,0.981416213,0,6243,1,No,8,,,,,
593,BP-FP,0,MiSeqOSV004,17,A,7,0.879705882,59.0916,0,57.3949,3.3291,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000253389,0.000126695,0,0.000126695,0,0.000506778,0,0.000506778,0.000126695,0.000253389,0,0.000126695,0,0.000126695,0,0,0.992018244,0.000126695,0,0,0,0.000126695,0.005321171,0,0,0.000126695,0,0,0,0.000126695,0,7897,4,No,8,,,,,
594,BA-FP,0,MiSeqOSV004,17,B,7,1.085705882,45.6965,0,54.7572,4.9107,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.985806588,0.000105921,0,0,0,0.000105921,0,0.000211842,0.000105921,0.000105921,0,0.000211842,0,0.000211842,0,0,0.000105921,0,0,0.000105921,0,0,0.012710518,0,0,0,0,0,0,0.000211842,0,9444,3,No,8,,,,,
595,AC-ER,0,MiSeqOSV004,17,C,7,1.816705882,10.0527,31.5434,28.5039,5.281,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000417973,0,0.672518286,0,0.000417973,0,0.325182863,0,0.000417973,0.000208986,0,0,0,0,0.000626959,0,0,0,0,0,0,0,0,0,0,0,0.000208986,0,4788,3,No,8,,,,,
596,AC-FP,0,MiSeqOSV004,17,D,7,1.551705882,6.033,28.1994,30.0308,5.4876,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120135,0,0,0.910740029,0,0.000360404,0,0,0,0.000120135,0,0.000120135,0,0,0,0.000240269,0,0,0,0.000120135,0.087938491,0,0,0.000240269,0,0,0,0,0,8324,0,No,8,,,,,
597,AC,0,MiSeqOSV004,17,E,7,2.322705882,18.1147,27.0449,26.4638,4.3005,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145688,0.000145688,0,0.997231935,0,0.000437063,0.000145688,0,0.000145688,0.000582751,0.000145688,0,0,0.000145688,0.000437063,0.000145688,0,0,0,0.000145688,0,0,0,0,0,0,0.000145688,0,0,6864,0,No,8,,,,,
598,AC-CC,0,MiSeqOSV004,17,F,7,2.123705882,6.4313,40.9244,20.6135,4.0611,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324184,0,0.000216123,0.000108061,0,0.509833585,0.000108061,0.485411714,0,0.000324184,0.000108061,0.00237735,0.000108061,0,0,0,0.000108061,0,0.000108061,0.000108061,0,0,0.000216123,0,0,0,0,0.000216123,0.000216123,0.000108061,0,9296,42,No,8,,,,,
599,AC-RI,0,MiSeqOSV004,17,G,7,2.030705882,23.5183,30.0681,29.3093,5.7906,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479962,0,0,0,0,0.994480442,0,0.000239981,0.000239981,0.000239981,0.000479962,0.000719942,0,0.000479962,0,0.000239981,0.001439885,0.000239981,0,0.000239981,0,0,0,0,0,0,0,0,0,0.000239981,0.000239981,4167,0,No,8,,,,,
600,DP-AC,0,MiSeqOSV004,17,H,7,0.913705882,16.0809,36.6586,22.7537,4.5463,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114181,0,0,0,0,0.48527061,0,0.000228363,0.000114181,0,0.51301667,0.000228363,0,0,0,0.000114181,0.000570907,0,0,0,0,0,0,0,0,0.000114181,0,0,0,0.000228363,0,8764,6,No,8,,,,,
601,BH-AC,0,MiSeqOSV004,17,A,8,2.338705882,27.7537,29.5335,17.4479,7.7568,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005686789,0.000546807,0.000109361,0,0,0.985564304,0.006452318,0.000218723,0.000109361,0,0.000109361,0.000109361,0,0,0,0,0.000218723,0.000109361,0,0,0,0,0,0,0,0,0,0.000109361,0.000218723,0,0.000437445,9144,0,No,8,,,,,
602,CA-AC,0,MiSeqOSV004,17,B,8,1.108705882,38.1604,36.2391,20.436,2.7096,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285559436,0,0,0,0.711670481,0,0,0,0.000120438,0,0.000240877,0,0,0,0,0.001927014,0.000120438,0,0,0,0.000120438,0,0,0,0.000240877,0,0,0,0,0,8303,0,No,8,,,,,
603,PC-AC,0,MiSeqOSV004,17,C,8,3.313705882,12.5324,23.3205,12.6189,30.2677,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202552,0,0.631760178,0.367429613,0,0,0,0.000101276,0,0.000405104,0,0,0,0,0,0,0,0.000101276,0,0,0,0,0,0,0,0,0,0,0,9877,3,No,8,,,,,
604,PJ-AC,0,MiSeqOSV004,17,D,8,1.986705882,15.1366,36.0931,13.2417,7.1024,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000134898,0.000404694,0.000134898,0,0,0.58613247,0,0.000134898,0.000269796,0,0,0.000134898,0,0.000134898,0,0,0,0.000134898,0,0,0,0.412248752,0,0,0,0.000134898,0,0,0,0,0,7415,2,No,8,,,,,
605,EL-AC,0,MiSeqOSV004,17,E,8,1.048705882,22.2616,25.8893,36.4227,4.6732,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214823,0,0,0,0.771643394,0,0.000429646,0.000107411,0.000214823,0,0.226745435,0,0.000107411,0,0,0.000107411,0,0,0.000107411,0,0,0,0,0,0.000107411,0,0,0.000214823,0,0,9311,1,No,8,,,,,
606,CH-AC,0,MiSeqOSV004,17,F,8,0.942705882,18.6263,42.3334,6.356,3.6162,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286314,0,0,0.650219508,9.54E-05,0.000190876,9.54E-05,0,0,0.000381752,0,0,9.54E-05,0,0.000190876,0,0.347967169,0.000190876,0,0,0,0,0,9.54E-05,0,0,0.000190876,0,0,10479,1,No,8,,,,,
607,DL-AC,0,MiSeqOSV004,17,G,8,1.947705882,14.9602,40.5,11.6362,5.1087,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102291,0.000102291,0.000204583,0,0.000102291,0.548281506,0,0,0.000204583,0,0,0.000409165,0,0.000204583,0,0,0.000409165,0.000102291,0,0.000102291,0,0,0,0,0,0,0,0,0.449774959,0,0,9818,42,No,8,,,,,
608,CG-AC,0,MiSeqOSV004,17,H,8,1.683705882,16.0921,43.2286,9.5706,1.8337,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244948,0,0,0,0.000122474,0.451316595,0,0.000244948,0.547581139,0,0,0.000122474,0,0,0,0.000122474,0.000122474,0.000122474,0,0,0,0,0,0,0,0,0,0,0,0,0,8174,9,No,8,,,,,
609,BF-AC,0,MiSeqOSV004,17,A,9,2.439705882,5.1965,31.5844,4.8783,13.5633,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126231,0.399772785,0,0.000126231,0.000126231,0,0,0.000126231,0,0.598838677,0,0.000126231,0,0.000252461,0,0,0,0,0.000252461,0,0,0.000126231,0,0.000126231,0,0,0,7928,6,No,8,,,,,
610,BO-AC,0,MiSeqOSV004,17,B,9,1.956705882,6.3631,38.0346,11.4089,7.2809,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000262881,0.000394322,0,0.000131441,0.646819138,0,0.000131441,0.000131441,0,0.000131441,0,0,0,0,0.000131441,0.000131441,0,0,0.000131441,0,0.000262881,0,0,0,0,0,0.351209253,0.000131441,0,0,7639,31,No,8,,,,,
611,BT-AC,0,MiSeqOSV004,17,C,9,2.005705882,9.3336,27.9049,7.9551,22.8306,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55261324,0.000464576,0,0.445993031,0,0,0,0,0,0.000116144,0,0.000232288,0,0,0,0.000116144,0,0,0,0.000116144,0.000116144,0,0,0.000116144,0,0,0,0.000116144,0,8611,1,No,8,,,,,
612,BU-AC,0,MiSeqOSV004,17,D,9,1.961705882,14.7277,36.4164,20.4775,4.958,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.82E-05,9.82E-05,9.82E-05,0.353131749,0,0.645690163,0,9.82E-05,0,0.000196348,0,9.82E-05,0,9.82E-05,0,0,0,9.82E-05,0,0,0,0,0.000196348,0,0,0,0,0,0,9.82E-05,0,10191,5,No,8,,,,,
613,BV-AC,0,MiSeqOSV004,17,E,9,2.308705882,4.3844,27.53,11.8275,2.4449,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000229727,0.000114863,0,0.750287158,0,0.000114863,0.000114863,0.000114863,0.000114863,0.000459453,0,0.000114863,0,0,0,0.247875029,0.000114863,0,0,0,0,0,0,0.00034459,0,0,0,0,0,8710,4,No,8,,,,,
614,BC-AC,0,MiSeqOSV004,17,F,9,1.555705882,4.8935,34.2963,7.9756,10.7947,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000310463,0,0.000310463,0.000103488,0,0.655800476,0,0.000310463,0,0,0,0.000620925,0,0,0,0.000103488,0.000103488,0,0.000103488,0,0,0,0.000310463,0,0,0.341715823,0,0.000206975,0,0,0,9668,5,No,8,,,,,
615,BY-AC,0,MiSeqOSV004,17,G,9,2.375705882,30.6969,38.6045,19.041,5.6219,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000116523,0.720811,0,0,0.000116523,0,0,0.000116523,0.277324633,0.000116523,0,0,0.000349569,0.000466092,0.000116523,0.000116523,0,0,0.000233046,0,0,0,0,0,0,0.000116523,0,8583,1,No,8,,,,,
616,DF-AC,0,MiSeqOSV004,17,H,9,1.534705882,10.885,41.9051,10.58,3.4039,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000215726,0,0,0.000107863,0,0.504044871,0,0.000107863,0.000647179,0.000107863,0,0.00032359,0,0.000107863,0,0,0.000647179,0.000107863,0,0.493150685,0,0,0.000107863,0,0,0.000215726,0,0.000107863,0,0,0,9283,12,No,8,,,,,
617,BL-AC,0,MiSeqOSV004,17,A,10,2.157705882,5.3484,23.0018,6.3272,2.9668,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.684985147,0,0,0.000135026,0.000135026,0,0.000405077,0,0.000135026,0,0,0.000270051,0.000135026,0,0.000270051,0,0,0,0,0,0,0,0.000135026,0,0.313394545,0,7437,31,No,8,,,,,
618,BP-AC,0,MiSeqOSV004,17,B,10,2.567705882,27.4188,27.8532,21.2033,3.4014,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000254518,0,0,0.000127259,0,0.551285314,0,0,0.000254518,0.000127259,0.000127259,0.000636294,0,0,0,0.000127259,0.446296768,0,0,0.000254518,0,0.000127259,0.000127259,0,0,0.000127259,0,0,0,0.000127259,0,7865,7,No,8,,,,,
619,BA-AC,0,MiSeqOSV004,17,C,10,2.339705882,20.0155,40.5821,10.611,5.1753,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.360746372,0,0,0,0,0.637641097,0,0.000230362,0,0.000230362,0,0.000460723,0.000115181,0,0,0,0.000230362,0.000115181,0.000115181,0,0,0,0,0,0,0,0,0,0,0.000115181,0,8685,3,No,8,,,,,
620,ER,1,MiSeqOSV004,17,A,11,1.097705882,9.6532,13.0624,60.0723,3.4005,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135962,0,0,0.000271924,0,0.000135962,0,0.998776343,0.000135962,0.000135962,0,0.000135962,0,0,0,0,0,0,0,0,0,0,0,0.000135962,0,0,0.000135962,0,0,7356,1,No,8,,,,,
621,ER,2,MiSeqOSV004,17,B,11,1.118705882,9.3396,15.9309,66.7314,3.6546,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242571,0,0.000363857,0,0.000363857,0.000242571,0.998180716,0.000121286,0.000121286,0,0,0,0,0,0,0,0.000242571,0,0,0,0,0,0,0,0.000121286,0,0,0,8246,1,No,8,,,,,
622,FP,1,MiSeqOSV004,17,C,11,1.779705882,7.8698,26.0495,35.4552,5.8134,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877855254,0,0.000120221,0,0.000120221,0,0.000120221,0.000120221,0,0,0,0.000240442,0.000120221,0,0,0,0,0.121182977,0,0,0.000120221,0,0,0,0,0,8320,2,Yes,8,,,,,
623,FP,2,MiSeqOSV004,17,D,11,1.799705882,5.247,24.7749,30.9939,5.1391,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877602906,0,0.000484262,0,0.000242131,0,0.000726392,0.000121065,0,0,0,0.000121065,0,0,0,0,0,0.120460048,0,0,0.000121065,0,0.000121065,0,0,0,8260,0,Yes,8,,,,,
624,AC,1,MiSeqOSV004,17,E,11,2.029705882,26.6749,30.8359,19.8765,5.8715,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001353,0.997429306,0,0.000541199,0.0001353,0.000541199,0,0.000270599,0.0001353,0,0,0,0,0.0001353,0,0,0,0,0,0,0,0.0001353,0,0,0.000541199,0,0,7391,0,No,8,,,,,
625,AC,2,MiSeqOSV004,17,F,11,1.519705882,28.7888,27.9926,28.3128,6.0436,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245128,0,0,0.996568207,0,0.001470768,0.000122564,0.000490256,0,0.000245128,0,0.000122564,0.000122564,0.000245128,0,0.000122564,0.000122564,0,0,0,0,0,0,0,0,0,0.000122564,0,0,8159,0,No,8,,,,,
626,CC,1,MiSeqOSV004,17,G,11,2.030705882,23.0843,18.8086,49.5244,2.3001,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000582683,0,0.998368489,0,0.000116537,0,0.000582683,0.000116537,0,0,0,0,0.000116537,0,0,0,0,0,0,0,0,0,0.000116537,0,0,0,8582,1,No,8,,,,,
627,CC,2,MiSeqOSV004,17,H,11,2.005705882,22.3964,17.1204,47.0515,2.3488,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117151,0.998828491,0,0.000117151,0,0.000234302,0,0,0,0,0.000585754,0,0,0,0,0,0,0,0,0.000117151,0,0,0,0,0,8537,1,No,8,,,,,
628,RI,1,MiSeqOSV004,17,A,12,0.010705882,0,0,26.5124,3.6849,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013100437,0,0.004366812,0,0,0,0,0,0.004366812,0,0.973799127,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,No,8,,,,,
629,RI,2,MiSeqOSV004,17,B,12,0.004705882,0,0,21.3516,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001683502,0,0,0,0,0.001683502,0.001683502,0.001683502,0,0,0,0.001683502,0,0,0,0.986531987,0,0,0.001683502,0.001683502,0,0,0,0,0,0,0,0.001683502,0,0,0,595,1,No,8,,,,,
630,CC-ER,0,MiSeqOSV004,19,A,1,1.952705882,18.1294,21.9583,30.2188,3.9381,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220167,0,0.614266843,0.000110084,0.385072655,0,0,0,0.000110084,0,0,0.000110084,0,0,0,0,0,0,0,0,0,0,0.000110084,0,0,0,9090,6,No,8,,,,,
631,CC-FP,0,MiSeqOSV004,19,B,1,1.937705882,25.9823,16.1181,33.9896,5.3914,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104778,0,0,0.000104778,0,0,0.000104778,0.991827326,0,0,0,0.000523889,0,0.000104778,0,0,0.000209556,0.000209556,0,0,0,0.000104778,0.006601006,0,0,0,0,0,0,0,0.000104778,9544,0,No,8,,,,,
632,AC-CC,0,MiSeqOSV004,19,C,1,2.560705882,17.2748,36.9132,22.8554,4.449,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530434783,0.000107354,0.469135802,0,0,0,0,0,0.000107354,0,0,0,0,0,0.000107354,0,0,0,0,0,0,0,0.000107354,0,0,0,9331,16,No,8,,,,,
633,CC,0,MiSeqOSV004,19,D,1,1.637705882,28.7975,13.9807,38.4554,1.6548,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222445,0.000111222,0,0,0,0,0.000111222,0.998665332,0,0.000111222,0,0.000111222,0,0,0,0,0.000111222,0.000111222,0,0,0,0,0,0,0,0.000111222,0,0.000222445,0,0.000111222,0,8994,3,No,8,,,,,
634,CC-RI,0,MiSeqOSV004,19,E,1,1.865705882,28.9663,13.3635,33.1682,2.7531,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219106,0.000109553,0.000109553,0,0.000109553,0.000219106,0.997151621,0.000109553,0.000328659,0.000219106,0.000219106,0,0.000109553,0,0.000328659,0.000109553,0,0.000109553,0.000109553,0,0.000109553,0.000109553,0,0,0,0,0,0.000219106,0,0,9129,1,No,8,,,,,
