d,p,c,o,f,g,reads,sample
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,17,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella,19,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea,15,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,250,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,114,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,112,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,91,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,46,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,21,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,28,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,14,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,73,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Sphaerotilus,39,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,37,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,34,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Mitsuaria,27,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,28,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Roseateles,24,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Leptothrix,25,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,17,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,15,C3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,119,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,312,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,31,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,31,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Crenobacter,34,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinolyticbacter,18,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,136,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Iodobacter,14,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,59,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,52,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,34,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Microvirgula,31,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,24,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Jeongeupia,20,C3
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,13,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,172,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,114,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,36,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Oryzomicrobium,19,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,29,C3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,39,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus,47,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,16,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,14,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,15,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,14,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,40,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,49,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,16,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,55,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,29,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,17,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuricella,14,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Ferriphaselus,11,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,16,C3
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus,18,C3
Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Accumulibacter,48,C3
Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Kinetoplastibacterium,21,C3
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,33,C3
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,23,C3
Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,48,C3
Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,43,C3
Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,32,C3
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,16940,C3
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,42,C3
Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,3863,C3
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,107,C3
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Ereboglobus,23,C3
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,23,C3
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Nibricoccus,19,C3
Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,59,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,51,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,18,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Mariniblastus,17,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,17,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Roseimaritima,17,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,21,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Bythopirellula,11,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,142,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Aquisphaera,45,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Singulisphaera,32,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Paludisphaera,25,C3
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Isosphaera,14,C3
Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,55,C3
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,27,C3
Bacteria,Planctomycetes,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,11,C3
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,41,C3
Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,18,C3
Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,26,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,460,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,105,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,74,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,35,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,30,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,24,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,30,C3
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,30,C3
Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,168,C3
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,85,C3
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,13,C3
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,838,C3
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminomonas,41,C3
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,32,C3
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,29,C3
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,12,C3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,393,C3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,40,C3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,246,C3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,48,C3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,29,C3
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,102,C3
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidisarcina,44,C3
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,30,C3
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,30,C3
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,14,C3
Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,38,C3
Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Luteitalea,40,C3
Bacteria,Acidobacteria,Blastocatellia,,,Chloracidobacterium,18,C3
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,78,C3
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,27,C3
Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,49,C3
Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,36,C3
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,25,C3
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,18,C3
Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,18,C3
Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,14,C3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,46,C3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,22,C3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,18,C3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,15,C3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,14,C3
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,63,C3
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,19,C3
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,16,C3
Bacteria,Candidatus Saccharibacteria,,,,Candidatus Saccharimonas,59,C3
Bacteria,,,,,Vampirococcus,20,C3
Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,22,C3
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,14,C3
Bacteria,Aquificae,Aquificae,Aquificales,,Thermosulfidibacter,10,C3
Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,12,C3
Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,41,C3
Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,12,C3
Bacteria,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,22,C3
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,18,C3
Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,17,C3
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,17,C3
Bacteria,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,12,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Vigna,643,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Glycine,390,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cajanus,226,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Phaseolus,195,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Medicago,242,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cicer,217,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Arachis,689,C3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Lupinus,303,C3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Malus,269,C3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Prunus,139,C3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Rosa,176,C3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Fragaria,115,C3
Viridiplantae,Streptophyta,,Rosales,Cannabaceae,Cannabis,217,C3
Viridiplantae,Streptophyta,,Rosales,Rhamnaceae,Ziziphus,158,C3
Viridiplantae,Streptophyta,,Malpighiales,Euphorbiaceae,Manihot,202,C3
Viridiplantae,Streptophyta,,Malpighiales,Salicaceae,Populus,183,C3
Viridiplantae,Streptophyta,,Fagales,Fagaceae,Quercus,319,C3
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucumis,117,C3
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucurbita,87,C3
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Gossypium,849,C3
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Theobroma,177,C3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Brassica,398,C3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Camelina,246,C3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Arabidopsis,56,C3
Viridiplantae,Streptophyta,,Sapindales,Rutaceae,Citrus,127,C3
Viridiplantae,Streptophyta,,Vitales,Vitaceae,Vitis,267,C3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Capsicum,1098,C3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Solanum,670,C3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Nicotiana,566,C3
Viridiplantae,Streptophyta,,Solanales,Convolvulaceae,Ipomoea,174,C3
Viridiplantae,Streptophyta,,Lamiales,Oleaceae,Olea,470,C3
Viridiplantae,Streptophyta,,Lamiales,Pedaliaceae,Sesamum,143,C3
Viridiplantae,Streptophyta,,Gentianales,Rubiaceae,Coffea,378,C3
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Helianthus,618,C3
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Cynara,267,C3
Viridiplantae,Streptophyta,,Apiales,Apiaceae,Daucus,167,C3
Viridiplantae,Streptophyta,,Caryophyllales,Chenopodiaceae,Beta,222,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,397,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Sorghum,179,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,195,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,138,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,267,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Brachypodium,142,C3
Viridiplantae,Streptophyta,Liliopsida,Poales,Bromeliaceae,Ananas,147,C3
Viridiplantae,Streptophyta,Liliopsida,Arecales,Arecaceae,Elaeis,343,C3
Viridiplantae,Streptophyta,Liliopsida,Zingiberales,Musaceae,Musa,175,C3
Viridiplantae,Streptophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,335,C3
Viridiplantae,Streptophyta,,Ranunculales,Papaveraceae,Papaver,714,C3
Viridiplantae,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrella,253,C3
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,40,C3
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,28,C3
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,1520,C3
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,123,C3
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,21,C3
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,33,C3
Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,70,C3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,28,C3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,21,C3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,19,C3
Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,24,C3
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,23,C3
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,16,C3
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,29,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,31,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,24,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,22,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,16,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,15,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,13,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,11,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,11,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,37,C3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,23,C3
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,19,C3
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,12,C3
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,26,C3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,13887,C3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,2316,C3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,24,C3
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,59,C3
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,24,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,21,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,19,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,11,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,11,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,11,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,11,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,10,C3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,10,C3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,36,C3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,11,C3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,10,C3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,37,C3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,15,C3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,13,C3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,10,C3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,36,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,129,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,19,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,17,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,21,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,25,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,13,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,11,C3
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,27,C3
Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,138,C3
Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,27,C3
Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus,25,C3
Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,16,C3
